FECHA,HORA,"PACKAGE ID",CLIENT,CONTACT,ADDREESS,CITY,STATE,"ZIP CODE",WEIGHT,ROUTE
09-09-2022,17:31:39,84670516806,"Bess Park","(565) 916-1573","246 Mott St #14","New York",NY,10012,20,Y4B
09-09-2022,17:31:39,84670516810,"Lelia Ingram","(733) 769-3243","246 Mott St #14","New York",NY,10012,12,Y4B
09-09-2022,17:31:39,84670516808,"Travis Larson","(430) 542-6154","246 Mott St #14","New York",NY,10012,17,Y4B
09-09-2022,17:31:39,84670516807,"Joel Fields","(555) 780-8939","246 Mott St #14","New York",NY,10012,19,Y4B
09-09-2022,17:31:39,84670516792,"Pauline Bryan","(545) 735-7309","246 Mott St #14","New York",NY,10012,17,Y4B
09-09-2022,17:31:39,84670516788,"Micheal Gross","(770) 824-1996","246 Mott St #14","New York",NY,10012,7,Y4B
09-09-2022,17:31:39,84670516805,"Max Valdez","(876) 740-6872","246 Mott St #14","New York",NY,10012,11,Y4B
09-09-2022,17:31:39,84670516796,"Marguerite Myers","(940) 359-2550","246 Mott St #14","New York",NY,10012,3,Y4B
09-09-2022,17:31:39,84670516804,"Ian Stevens","(242) 549-7992","246 Mott St #14","New York",NY,10012,15,Y4B
09-09-2022,17:31:39,84670516793,"Brent McCoy","(713) 579-4467","246 Mott St #14","New York",NY,10012,1,Y4B
09-09-2022,17:31:39,84670516798,"Ricardo Frazier","(919) 552-8669","246 Mott St #14","New York",NY,10012,20,Y4B
09-09-2022,17:31:39,84670516795,"Keith Holloway","(652) 689-1734","246 Mott St #14","New York",NY,10012,18,Y4B
09-09-2022,17:31:39,84670516789,"Todd Lindsey","(485) 261-2684","246 Mott St #14","New York",NY,10012,20,Y4B
09-09-2022,17:31:39,84670516794,"Lily Collins","(455) 524-8135","246 Mott St #14","New York",NY,10012,15,Y4B
09-09-2022,17:31:39,84670516787,"Marian Drake","(205) 812-5854","246 Mott St #14","New York",NY,10012,14,Y4B
09-09-2022,17:31:39,84670516790,"Mathilda Bishop","(365) 827-9955","246 Mott St #14","New York",NY,10012,10,Y4B
09-09-2022,17:31:39,84670516797,"Anne Vega","(716) 544-8062","246 Mott St #14","New York",NY,10012,8,Y4B
09-09-2022,17:31:39,84670516799,"Sophie Figueroa","(240) 635-5806","246 Mott St #14","New York",NY,10012,4,Y4B
09-09-2022,17:31:39,84670516786,"Genevieve Rice","(558) 961-4623","246 Mott St #14","New York",NY,10012,18,Y4B
09-09-2022,17:31:39,84670516783,"Fanny Thornton","(884) 273-5950","246 Mott St #14","New York",NY,10012,6,Y4B
09-09-2022,17:31:39,84670516785,"Barry Carlson","(840) 935-1492","246 Mott St #14","New York",NY,10012,20,Y4B
09-09-2022,17:31:39,84670516791,"Andre Higgins","(509) 919-8775","246 Mott St #14","New York",NY,10012,10,Y4B
09-09-2022,17:31:39,84670516781,"Amy Harrington","(705) 367-6804","246 Mott St #14","New York",NY,10012,17,Y4B
09-09-2022,17:31:39,84670516782,"Bess Wilkerson","(660) 559-7623","246 Mott St #14","New York",NY,10012,6,Y4B
09-09-2022,17:31:39,84670516775,"Kathryn Goodman","(279) 727-2313","246 Mott St #14","New York",NY,10012,6,Y4B
09-09-2022,17:31:39,84670516784,"Bess Greer","(888) 634-5845","246 Mott St #14","New York",NY,10012,3,Y4B
09-09-2022,17:31:39,84670516776,"Victoria Little","(907) 346-3769","246 Mott St #14","New York",NY,10012,9,Y4B
09-09-2022,17:31:39,84670516777,"Glenn Ortiz","(741) 869-3301","246 Mott St #14","New York",NY,10012,15,Y4B
09-09-2022,17:31:39,84670516780,"Virgie Walsh","(246) 535-9477","246 Mott St #14","New York",NY,10012,10,Y4B
09-09-2022,17:31:39,84670516779,"Laura Kim","(509) 979-4894","246 Mott St #14","New York",NY,10012,4,Y4B
09-09-2022,17:31:39,84670516770,"Minerva Willis","(712) 987-9577","246 Mott St #14","New York",NY,10012,13,Y4B
09-09-2022,17:31:39,84670516769,"Effie Crawford","(558) 501-1447","246 Mott St #14","New York",NY,10012,17,Y4B
09-09-2022,17:31:39,84670516774,"Phillip Perez","(438) 446-3491","246 Mott St #14","New York",NY,10012,8,Y4B
09-09-2022,17:31:39,84670516773,"Augusta Jacobs","(246) 933-9733","246 Mott St #14","New York",NY,10012,10,Y4B
09-09-2022,17:31:39,84670516772,"Ivan Russell","(436) 471-7875","246 Mott St #14","New York",NY,10012,2,Y4B
09-09-2022,17:31:39,84670516778,"Rachel Walters","(411) 993-1489","246 Mott St #14","New York",NY,10012,13,Y4B
09-09-2022,17:31:39,84670516761,"Lida Myers","(911) 292-5952","246 Mott St #14","New York",NY,10012,12,Y4B
09-09-2022,17:31:39,84670516767,"Irene Washington","(347) 655-7854","246 Mott St #14","New York",NY,10012,20,Y4B
09-09-2022,17:31:39,84670516765,"Mildred Nunez","(276) 836-3183","246 Mott St #14","New York",NY,10012,11,Y4B
09-09-2022,17:31:39,84670516763,"Juan Fisher","(809) 252-6922","246 Mott St #14","New York",NY,10012,11,Y4B
09-09-2022,17:31:39,84670516771,"Alejandro Hughes","(535) 611-2360","246 Mott St #14","New York",NY,10012,17,Y4B
09-09-2022,17:31:39,84670516766,"Rose Ross","(839) 346-6358","246 Mott St #14","New York",NY,10012,19,Y4B
09-09-2022,17:31:39,84670516768,"Frances Stokes","(958) 779-8339","246 Mott St #14","New York",NY,10012,18,Y4B
09-09-2022,17:31:39,84670516758,"Lucinda Boyd","(741) 267-7026","246 Mott St #14","New York",NY,10012,2,Y4B
09-09-2022,17:31:39,84670516760,"Willie Cohen","(323) 729-8964","246 Mott St #14","New York",NY,10012,10,Y4B
09-09-2022,17:31:39,84670516759,"Cory Frank","(983) 950-5053","246 Mott St #14","New York",NY,10012,12,Y4B
09-09-2022,17:31:39,84670516764,"Zachary Greer","(308) 229-2784","246 Mott St #14","New York",NY,10012,4,Y4B
09-09-2022,17:31:39,84670516755,"Bernard Harvey","(872) 665-5342","246 Mott St #14","New York",NY,10012,12,Y4B
09-09-2022,17:31:39,84670516757,"Miguel Warren","(336) 905-7747","246 Mott St #14","New York",NY,10012,7,Y4B
09-09-2022,17:31:39,84670516752,"Kathryn Atkins","(686) 245-9849","246 Mott St #14","New York",NY,10012,10,Y4B
09-09-2022,17:31:39,84670516740,"Alejandro Hughes","(419) 621-8787","246 Mott St #14","New York",NY,10012,3,Y4B
09-09-2022,17:31:39,84670516749,"Jack Woods","(374) 336-4546","246 Mott St #14","New York",NY,10012,1,Y4B
09-09-2022,17:31:39,84670516756,"Polly Graham","(543) 658-2213","246 Mott St #14","New York",NY,10012,9,Y4B
09-09-2022,17:31:39,84670516754,"Rosetta Drake","(805) 927-1450","246 Mott St #14","New York",NY,10012,15,Y4B
09-09-2022,17:31:39,84670516762,"Logan Daniel","(922) 972-8623","246 Mott St #14","New York",NY,10012,7,Y4B
09-09-2022,17:31:39,84670516750,"Gertrude Wheeler","(540) 592-5482","246 Mott St #14","New York",NY,10012,10,Y4B
09-09-2022,17:31:39,84670516746,"Ophelia West","(278) 691-6657","246 Mott St #14","New York",NY,10012,6,Y4B
09-09-2022,17:31:39,84670516744,"Lida Thompson","(665) 220-8489","246 Mott St #14","New York",NY,10012,10,Y4B
09-09-2022,17:31:39,84670516743,"Jordan Gill","(784) 631-5005","246 Mott St #14","New York",NY,10012,9,Y4B
09-09-2022,17:31:39,84670516677,"Jeremy Fleming","(212) 508-9732","246 Mott St #14","New York",NY,10012,20,Y4B
09-09-2022,17:31:39,84670516753,"Mable Payne","(533) 417-3577","246 Mott St #14","New York",NY,10012,17,Y4B
09-09-2022,17:31:39,84670516751,"Sallie Kennedy","(361) 858-2307","246 Mott St #14","New York",NY,10012,16,Y4B
09-09-2022,17:31:39,84670516742,"Clara Lindsey","(500) 951-5580","246 Mott St #14","New York",NY,10012,7,Y4B
09-09-2022,17:31:39,84670516738,"Myra Brooks","(485) 711-9819","246 Mott St #14","New York",NY,10012,19,Y4B
09-09-2022,17:31:39,84670516748,"Betty Simon","(513) 760-6637","246 Mott St #14","New York",NY,10012,17,Y4B
09-09-2022,17:31:39,84670516747,"Mario Holland","(703) 960-7501","246 Mott St #14","New York",NY,10012,15,Y4B
09-09-2022,17:31:39,84670516745,"Richard Price","(323) 351-3785","246 Mott St #14","New York",NY,10012,15,Y4B
09-09-2022,17:31:39,84670516741,"Derek Wood","(671) 501-8099","246 Mott St #14","New York",NY,10012,13,Y4B
09-09-2022,17:31:39,84670516736,"Jeffrey Willis","(714) 681-5756","246 Mott St #14","New York",NY,10012,13,Y4B
09-09-2022,17:31:39,84670516729,"Jimmy Romero","(345) 761-1938","246 Mott St #14","New York",NY,10012,6,Y4B
09-09-2022,17:31:39,84670516731,"Agnes Clayton","(536) 622-9213","246 Mott St #14","New York",NY,10012,1,Y4B
09-09-2022,17:31:39,84670516737,"Eugene Torres","(585) 777-6070","246 Mott St #14","New York",NY,10012,1,Y4B
09-09-2022,17:31:39,84670516739,"Lucinda Sherman","(707) 743-2507","246 Mott St #14","New York",NY,10012,20,Y4B
09-09-2022,17:31:39,84670516734,"Lucille Weber","(236) 372-4858","246 Mott St #14","New York",NY,10012,15,Y4B
09-09-2022,17:31:39,84670516732,"James Morgan","(617) 679-1523","246 Mott St #14","New York",NY,10012,20,Y4B
09-09-2022,17:31:39,84670516730,"Mattie Roy","(738) 325-4708","246 Mott St #14","New York",NY,10012,14,Y4B
09-09-2022,17:31:39,84670516728,"Gerald Mason","(708) 539-4709","246 Mott St #14","New York",NY,10012,12,Y4B
09-09-2022,17:31:39,84670516735,"Rose Brady","(469) 779-2895","246 Mott St #14","New York",NY,10012,19,Y4B
09-09-2022,17:31:39,84670516733,"Elsie Newton","(866) 268-7714","246 Mott St #14","New York",NY,10012,4,Y4B
09-09-2022,17:31:39,84670516676,"Matilda Padilla","(756) 232-6550","246 Mott St #14","New York",NY,10012,11,Y4B
09-09-2022,17:31:39,84670516725,"Jessie Austin","(361) 906-8016","246 Mott St #14","New York",NY,10012,3,Y4B
09-09-2022,17:31:39,84670516718,"Effie Miles","(305) 559-2473","246 Mott St #14","New York",NY,10012,20,Y4B
09-09-2022,17:31:39,84670516724,"Aaron Briggs","(974) 405-2367","246 Mott St #14","New York",NY,10012,6,Y4B
09-09-2022,17:31:39,84670516727,"Elmer Greene","(286) 918-8250","246 Mott St #14","New York",NY,10012,18,Y4B
09-09-2022,17:31:39,84670516675,"Jeremiah Osborne","(766) 452-3138","246 Mott St #14","New York",NY,10012,12,Y4B
09-09-2022,17:31:39,84670516723,"Stephen Henderson","(788) 469-4000","246 Mott St #14","New York",NY,10012,19,Y4B
09-09-2022,17:31:39,84670516726,"Mina Lindsey","(612) 598-3381","246 Mott St #14","New York",NY,10012,18,Y4B
09-09-2022,17:31:39,84670516722,"Fanny Brock","(370) 634-9245","246 Mott St #14","New York",NY,10012,9,Y4B
09-09-2022,17:31:39,84670516720,"Leah McDaniel","(407) 714-9135","246 Mott St #14","New York",NY,10012,6,Y4B
09-09-2022,17:31:39,84670516715,"Lula Benson","(952) 506-3905","246 Mott St #14","New York",NY,10012,11,Y4B
09-09-2022,17:31:39,84670516704,"Glenn Kim","(705) 461-2127","246 Mott St #14","New York",NY,10012,20,Y4B
09-09-2022,17:31:39,84670516711,"Elmer Carroll","(977) 302-4665","246 Mott St #14","New York",NY,10012,16,Y4B
09-09-2022,17:31:39,84670516721,"Vincent Hall","(220) 728-5096","246 Mott St #14","New York",NY,10012,12,Y4B
09-09-2022,17:31:39,84670516717,"Jean Bennett","(251) 535-9004","246 Mott St #14","New York",NY,10012,2,Y4B
09-09-2022,17:31:39,84670516719,"Troy Bowers","(339) 839-8712","246 Mott St #14","New York",NY,10012,16,Y4B
09-09-2022,17:31:39,84670516714,"Lena Logan","(228) 235-7859","246 Mott St #14","New York",NY,10012,2,Y4B
09-09-2022,17:31:39,84670516706,"Gregory Barker","(611) 213-8328","246 Mott St #14","New York",NY,10012,12,Y4B
09-09-2022,17:31:39,84670516707,"Ora Chambers","(831) 545-4540","246 Mott St #14","New York",NY,10012,18,Y4B
09-09-2022,17:31:39,84670516712,"Julia Walsh","(650) 223-5809","246 Mott St #14","New York",NY,10012,4,Y4B
09-09-2022,17:31:39,84670516708,"Lenora Abbott","(241) 327-4165","246 Mott St #14","New York",NY,10012,8,Y4B
09-09-2022,17:31:39,84670516710,"Fanny Franklin","(311) 218-8294","246 Mott St #14","New York",NY,10012,5,Y4B
09-09-2022,17:31:39,84670516709,"Christian Parker","(580) 750-4468","246 Mott St #14","New York",NY,10012,20,Y4B
09-09-2022,17:31:39,84670516703,"Phoebe Lane","(676) 799-8259","246 Mott St #14","New York",NY,10012,2,Y4B
09-09-2022,17:31:39,84670516674,"Matthew Schneider","(666) 871-6833","246 Mott St #14","New York",NY,10012,8,Y4B
09-09-2022,17:31:39,84670516716,"Lillie King","(786) 803-2419","246 Mott St #14","New York",NY,10012,12,Y4B
09-09-2022,17:31:39,84670516713,"Alta Frank","(870) 511-1073","246 Mott St #14","New York",NY,10012,2,Y4B
09-09-2022,17:31:39,84670516702,"Franklin Hogan","(933) 702-2478","246 Mott St #14","New York",NY,10012,20,Y4B
09-09-2022,17:31:39,84670516693,"Troy Logan","(971) 731-2267","246 Mott St #14","New York",NY,10012,7,Y4B
09-09-2022,17:31:39,84670516697,"Mittie Lopez","(870) 643-4073","246 Mott St #14","New York",NY,10012,12,Y4B
09-09-2022,17:31:39,84670516698,"Emilie Bishop","(651) 737-3037","246 Mott St #14","New York",NY,10012,16,Y4B
09-09-2022,17:31:39,84670516701,"Iva Richardson","(731) 982-7944","246 Mott St #14","New York",NY,10012,12,Y4B
09-09-2022,17:31:39,84670516705,"Leonard Atkins","(682) 383-2483","246 Mott St #14","New York",NY,10012,18,Y4B
09-09-2022,17:31:39,84670516700,"Rosa Flowers","(425) 909-3401","246 Mott St #14","New York",NY,10012,1,Y4B
09-09-2022,17:31:39,84670516696,"Marguerite Guzman","(562) 686-1684","246 Mott St #14","New York",NY,10012,5,Y4B
09-09-2022,17:31:39,84670516699,"Lora Martin","(732) 796-8336","246 Mott St #14","New York",NY,10012,17,Y4B
09-09-2022,17:31:39,84670516688,"Carrie Watkins","(601) 704-7518","246 Mott St #14","New York",NY,10012,18,Y4B
09-09-2022,17:31:39,84670516685,"Susie Flowers","(277) 480-4002","246 Mott St #14","New York",NY,10012,3,Y4B
09-09-2022,17:31:39,84670516694,"Troy McKenzie","(739) 233-5503","246 Mott St #14","New York",NY,10012,20,Y4B
09-09-2022,17:31:39,84670516690,"Marian Simon","(884) 999-1517","246 Mott St #14","New York",NY,10012,9,Y4B
09-09-2022,17:31:39,84670516689,"Sue Nash","(456) 664-3912","246 Mott St #14","New York",NY,10012,10,Y4B
09-09-2022,17:31:39,84670516684,"Teresa Malone","(364) 939-9332","246 Mott St #14","New York",NY,10012,13,Y4B
09-09-2022,17:31:39,84670516682,"Sallie George","(233) 373-2272","246 Mott St #14","New York",NY,10012,17,Y4B
09-09-2022,17:31:39,84670516687,"Jeffrey Patton","(648) 901-4048","246 Mott St #14","New York",NY,10012,5,Y4B
09-09-2022,17:31:39,84670516695,"Caleb Pena","(428) 284-1978","246 Mott St #14","New York",NY,10012,14,Y4B
09-09-2022,17:31:39,84670516691,"Bill Myers","(403) 684-1318","246 Mott St #14","New York",NY,10012,5,Y4B
09-09-2022,17:31:39,84670516692,"Elnora French","(264) 919-2970","246 Mott St #14","New York",NY,10012,2,Y4B
09-09-2022,17:31:39,84670516686,"Todd Griffith","(415) 855-6775","246 Mott St #14","New York",NY,10012,20,Y4B
09-09-2022,17:31:39,84670516678,"Phillip McLaughlin","(829) 925-2893","246 Mott St #14","New York",NY,10012,15,Y4B
09-09-2022,17:31:39,84670516680,"Corey Greene","(670) 665-5866","246 Mott St #14","New York",NY,10012,12,Y4B
09-09-2022,17:31:39,84670516583,"Barry Benson","(282) 460-5781","246 Mott St #14","New York",NY,10012,2,Y4B
09-09-2022,17:31:39,84670516683,"Gordon Barrett","(489) 228-1191","246 Mott St #14","New York",NY,10012,12,Y4B
09-09-2022,17:31:39,84670516612,"Leah Clarke","(511) 217-6252","246 Mott St #14","New York",NY,10012,4,Y4B
09-09-2022,17:31:39,84670516679,"Jonathan Duncan","(763) 427-9245","246 Mott St #14","New York",NY,10012,3,Y4B
09-09-2022,17:31:39,84670516585,"Michael Wagner","(885) 268-4971","246 Mott St #14","New York",NY,10012,1,Y4B
09-09-2022,17:31:39,84670516589,"Catherine Cunningham","(974) 415-5022","246 Mott St #14","New York",NY,10012,16,Y4B
09-09-2022,17:31:39,84670516581,"Frederick Becker","(712) 933-3311","246 Mott St #14","New York",NY,10012,12,Y4B
09-09-2022,17:31:39,84670516681,"Minerva Rice","(626) 218-9443","246 Mott St #14","New York",NY,10012,18,Y4B
09-09-2022,17:31:39,84670516584,"Herman Jackson","(774) 800-6553","246 Mott St #14","New York",NY,10012,4,Y4B
09-09-2022,17:31:39,84670516582,"Mike Barker","(947) 296-2174","246 Mott St #14","New York",NY,10012,14,Y4B
09-09-2022,17:31:39,84670516596,"Troy Sanchez","(925) 344-6828","246 Mott St #14","New York",NY,10012,3,Y4B
09-09-2022,17:31:39,84670516594,"Phillip Barrett","(363) 954-6327","246 Mott St #14","New York",NY,10012,3,Y4B
09-09-2022,17:31:39,84670516587,"Lydia Leonard","(580) 891-2067","246 Mott St #14","New York",NY,10012,18,Y4B
09-09-2022,17:31:39,84670516586,"Amelia Evans","(847) 462-4317","246 Mott St #14","New York",NY,10012,6,Y4B
09-09-2022,17:31:39,84670516591,"Helen Hines","(414) 678-4014","246 Mott St #14","New York",NY,10012,2,Y4B
09-09-2022,17:31:39,84670516590,"Cornelia Ross","(524) 593-2929","246 Mott St #14","New York",NY,10012,19,Y4B
09-09-2022,17:31:39,84670516598,"Aiden Lawrence","(817) 773-9061","246 Mott St #14","New York",NY,10012,19,Y4B
09-09-2022,17:31:39,84670516597,"Travis Pittman","(767) 723-6854","246 Mott St #14","New York",NY,10012,4,Y4B
09-09-2022,17:31:39,84670516600,"Caleb Maldonado","(264) 574-4317","246 Mott St #14","New York",NY,10012,4,Y4B
09-09-2022,17:31:39,84670516593,"Blake Carter","(546) 910-9935","246 Mott St #14","New York",NY,10012,5,Y4B
09-09-2022,17:31:39,84670516599,"Lottie Rogers","(529) 475-5089","246 Mott St #14","New York",NY,10012,20,Y4B
09-09-2022,17:31:39,84670516592,"Dylan Grant","(322) 645-8240","246 Mott St #14","New York",NY,10012,7,Y4B
09-09-2022,17:31:39,84670516588,"Helen Bishop","(550) 369-3162","246 Mott St #14","New York",NY,10012,18,Y4B
09-09-2022,17:31:39,84670516608,"Myrtle Owens","(857) 639-5588","246 Mott St #14","New York",NY,10012,4,Y4B
09-09-2022,17:31:39,84670516601,"Genevieve Parks","(334) 423-1172","246 Mott St #14","New York",NY,10012,14,Y4B
09-09-2022,17:31:39,84670516602,"Maurice Klein","(802) 258-9709","246 Mott St #14","New York",NY,10012,4,Y4B
09-09-2022,17:31:39,84670516605,"Polly Harris","(805) 848-2101","246 Mott St #14","New York",NY,10012,16,Y4B
09-09-2022,17:31:39,84670516595,"Tillie Nash","(243) 933-9574","246 Mott St #14","New York",NY,10012,13,Y4B
09-09-2022,17:31:39,84670516604,"Helen Rodriguez","(224) 912-4443","246 Mott St #14","New York",NY,10012,20,Y4B
09-09-2022,17:31:39,84670516610,"Emily Page","(628) 937-9643","246 Mott St #14","New York",NY,10012,18,Y4B
09-09-2022,17:31:39,84670516606,"Dollie Bryant","(420) 891-6066","246 Mott St #14","New York",NY,10012,18,Y4B
09-09-2022,17:31:39,84670516603,"Amanda Guzman","(952) 301-4105","246 Mott St #14","New York",NY,10012,14,Y4B
09-09-2022,17:31:39,84670516613,"Louisa Erickson","(409) 911-3303","246 Mott St #14","New York",NY,10012,20,Y4B
09-09-2022,17:31:39,84670516611,"Glenn Henderson","(958) 882-5548","246 Mott St #14","New York",NY,10012,13,Y4B
09-09-2022,17:31:39,84670516614,"Clyde Ellis","(201) 690-1170","246 Mott St #14","New York",NY,10012,7,Y4B
09-09-2022,17:31:39,84670516622,"Philip Burke","(535) 519-7730","246 Mott St #14","New York",NY,10012,13,Y4B
09-09-2022,17:31:39,84670516616,"Lula Zimmerman","(264) 944-9928","246 Mott St #14","New York",NY,10012,12,Y4B
09-09-2022,17:31:39,84670516609,"Bessie Morrison","(827) 297-4114","246 Mott St #14","New York",NY,10012,19,Y4B
09-09-2022,17:31:39,84670516607,"Viola White","(441) 410-7252","246 Mott St #14","New York",NY,10012,19,Y4B
09-09-2022,17:31:39,84670516618,"Rena Jensen","(307) 800-1688","246 Mott St #14","New York",NY,10012,5,Y4B
09-09-2022,17:31:39,84670516619,"Vincent Black","(775) 723-3916","246 Mott St #14","New York",NY,10012,5,Y4B
09-09-2022,17:31:39,84670516620,"Lula Warner","(522) 265-6920","246 Mott St #14","New York",NY,10012,8,Y4B
09-09-2022,17:31:39,84670516617,"Isabel Tran","(771) 745-6466","246 Mott St #14","New York",NY,10012,17,Y4B
09-09-2022,17:31:39,84670516623,"Eugene Schultz","(651) 752-7311","246 Mott St #14","New York",NY,10012,10,Y4B
09-09-2022,17:31:39,84670516615,"Larry Murray","(818) 583-1570","246 Mott St #14","New York",NY,10012,6,Y4B
09-09-2022,17:31:39,84670516621,"Lewis Armstrong","(901) 913-2525","246 Mott St #14","New York",NY,10012,6,Y4B
09-09-2022,17:31:39,84670516624,"Jon Cruz","(519) 584-4110","246 Mott St #14","New York",NY,10012,9,Y4B
09-09-2022,17:31:39,84670516632,"Julian Reynolds","(775) 204-5119","246 Mott St #14","New York",NY,10012,20,Y4B
09-09-2022,17:31:39,84670516625,"Alfred Vasquez","(341) 766-3795","246 Mott St #14","New York",NY,10012,17,Y4B
09-09-2022,17:31:39,84670516628,"Clara Berry","(730) 680-1505","246 Mott St #14","New York",NY,10012,11,Y4B
09-09-2022,17:31:39,84670516626,"Cynthia Jenkins","(871) 891-5110","246 Mott St #14","New York",NY,10012,7,Y4B
09-09-2022,17:31:39,84670516627,"Mason Gregory","(868) 639-9025","246 Mott St #14","New York",NY,10012,1,Y4B
09-09-2022,17:31:39,84670516634,"Rena Bowen","(564) 716-4998","246 Mott St #14","New York",NY,10012,11,Y4B
09-09-2022,17:31:39,84670516630,"Lucas Carson","(981) 388-9055","246 Mott St #14","New York",NY,10012,19,Y4B
09-09-2022,17:31:39,84670516636,"Olga Oliver","(320) 943-9117","246 Mott St #14","New York",NY,10012,7,Y4B
09-09-2022,17:31:39,84670516629,"Jessie Banks","(716) 831-8300","246 Mott St #14","New York",NY,10012,18,Y4B
09-09-2022,17:31:39,84670516637,"Mae Pittman","(515) 740-9860","246 Mott St #14","New York",NY,10012,6,Y4B
09-09-2022,17:31:39,84670516635,"Timothy Lawson","(972) 398-3648","246 Mott St #14","New York",NY,10012,17,Y4B
09-09-2022,17:31:39,84670516643,"Angel Bryan","(213) 752-7457","246 Mott St #14","New York",NY,10012,16,Y4B
09-09-2022,17:31:39,84670516644,"Rosie Nguyen","(426) 754-6806","246 Mott St #14","New York",NY,10012,12,Y4B
09-09-2022,17:31:39,84670516638,"Eunice Glover","(852) 737-9471","246 Mott St #14","New York",NY,10012,11,Y4B
09-09-2022,17:31:39,84670516631,"Florence Norris","(436) 814-2174","246 Mott St #14","New York",NY,10012,10,Y4B
09-09-2022,17:31:39,84670516642,"Frank Henderson","(432) 486-6342","246 Mott St #14","New York",NY,10012,7,Y4B
09-09-2022,17:31:39,84670516641,"Henrietta Carr","(547) 207-3924","246 Mott St #14","New York",NY,10012,18,Y4B
09-09-2022,17:31:39,84670516645,"Lina Hawkins","(824) 423-4483","246 Mott St #14","New York",NY,10012,17,Y4B
09-09-2022,17:31:39,84670516649,"Eleanor Miller","(652) 788-6783","246 Mott St #14","New York",NY,10012,12,Y4B
09-09-2022,17:31:39,84670516633,"Elijah Glover","(436) 956-7169","246 Mott St #14","New York",NY,10012,2,Y4B
09-09-2022,17:31:39,84670516652,"Violet Lynch","(842) 620-9996","246 Mott St #14","New York",NY,10012,3,Y4B
09-09-2022,17:31:39,84670516639,"Jeff Black","(942) 798-5170","246 Mott St #14","New York",NY,10012,19,Y4B
09-09-2022,17:31:39,84670516653,"Maud Goodwin","(320) 824-8369","246 Mott St #14","New York",NY,10012,17,Y4B
09-09-2022,17:31:39,84670516658,"Lucile Long","(984) 480-7312","246 Mott St #14","New York",NY,10012,14,Y4B
09-09-2022,17:31:39,84670516654,"Isabella Wilkins","(256) 808-8263","246 Mott St #14","New York",NY,10012,13,Y4B
09-09-2022,17:31:39,84670516650,"Catherine Carpenter","(657) 520-9327","246 Mott St #14","New York",NY,10012,4,Y4B
09-09-2022,17:31:39,84670516646,"Lida Montgomery","(872) 500-8973","246 Mott St #14","New York",NY,10012,7,Y4B
09-09-2022,17:31:39,84670516648,"Hilda Cain","(611) 291-5660","246 Mott St #14","New York",NY,10012,8,Y4B
09-09-2022,17:31:39,84670516651,"Alexander Strickland","(925) 341-6863","246 Mott St #14","New York",NY,10012,19,Y4B
09-09-2022,17:31:39,84670516656,"Claudia Hopkins","(549) 602-5832","246 Mott St #14","New York",NY,10012,14,Y4B
09-09-2022,17:31:39,84670516655,"Gary Briggs","(279) 552-7104","246 Mott St #14","New York",NY,10012,12,Y4B
09-09-2022,17:31:39,84670516640,"Benjamin Haynes","(436) 583-7702","246 Mott St #14","New York",NY,10012,1,Y4B
09-09-2022,17:31:39,84670516647,"Esther Cannon","(402) 537-9494","246 Mott St #14","New York",NY,10012,5,Y4B
09-09-2022,17:31:39,84670516657,"Andrew Robertson","(373) 578-1719","246 Mott St #14","New York",NY,10012,14,Y4B
09-09-2022,17:31:39,84670516659,"Jason Flowers","(384) 900-2654","246 Mott St #14","New York",NY,10012,7,Y4B
09-09-2022,17:31:39,84670516664,"Ida Gray","(875) 583-9402","246 Mott St #14","New York",NY,10012,18,Y4B
09-09-2022,17:31:39,84670516663,"Lawrence Hampton","(282) 687-1344","246 Mott St #14","New York",NY,10012,19,Y4B
09-09-2022,17:31:39,84670516660,"Nellie Chandler","(414) 686-8618","246 Mott St #14","New York",NY,10012,8,Y4B
09-09-2022,17:31:39,84670516662,"Eula Lane","(365) 498-2249","246 Mott St #14","New York",NY,10012,14,Y4B
09-09-2022,17:31:39,84670516673,"Harold Palmer","(904) 320-4941","246 Mott St #14","New York",NY,10012,13,Y4B
09-09-2022,17:31:39,84670516576,"Estella Ingram","(567) 942-1446","246 Mott St #14","New York",NY,10012,11,Y4B
09-09-2022,17:31:39,84670516661,"Trevor Castillo","(584) 460-9188","246 Mott St #14","New York",NY,10012,8,Y4B
09-09-2022,17:31:39,84670516670,"Lina Tate","(466) 225-7750","246 Mott St #14","New York",NY,10012,8,Y4B
09-09-2022,17:31:39,84670516666,"Erik Hart","(425) 745-5878","246 Mott St #14","New York",NY,10012,4,Y4B
09-09-2022,17:31:39,84670516667,"Blake Norris","(671) 734-2744","246 Mott St #14","New York",NY,10012,17,Y4B
09-09-2022,17:31:39,84670516665,"Mable Flores","(835) 688-5929","246 Mott St #14","New York",NY,10012,9,Y4B
09-09-2022,17:31:39,84670516668,"Sophia Rodriguez","(743) 469-4044","246 Mott St #14","New York",NY,10012,20,Y4B
09-09-2022,17:31:39,84670516580,"Jared Brewer","(402) 877-9500","246 Mott St #14","New York",NY,10012,17,Y4B
09-09-2022,17:31:39,84670516669,"Warren McKinney","(339) 680-3421","246 Mott St #14","New York",NY,10012,3,Y4B
09-09-2022,17:31:39,84670516567,"Florence Weaver","(629) 523-1916","246 Mott St #14","New York",NY,10012,10,Y4B
09-09-2022,17:31:39,84670516578,"Noah Bowers","(828) 432-2258","246 Mott St #14","New York",NY,10012,11,Y4B
